commodity,state,time,country,total_import_values
112 Livestock & Livestock Products,North Dakota,2015,World Total,"14,676,675"
112 Livestock & Livestock Products,North Dakota,2016,World Total,"14,843,685"
112 Livestock & Livestock Products,North Dakota,2017,World Total,"12,808,255"
112 Livestock & Livestock Products,North Dakota,2018,World Total,"11,345,206"
112 Livestock & Livestock Products,Ohio,2014,World Total,"50,373,625"
112 Livestock & Livestock Products,Ohio,2015,World Total,"49,844,971"
112 Livestock & Livestock Products,Ohio,2016,World Total,"41,163,861"
112 Livestock & Livestock Products,Ohio,2017,World Total,"38,859,426"
112 Livestock & Livestock Products,Ohio,2018,World Total,"27,126,891"
112 Livestock & Livestock Products,Oklahoma,2014,World Total,"3,582,480"
112 Livestock & Livestock Products,Oklahoma,2015,World Total,"5,011,158"
112 Livestock & Livestock Products,Oklahoma,2016,World Total,"2,960,368"
112 Livestock & Livestock Products,Oklahoma,2017,World Total,"2,272,566"
112 Livestock & Livestock Products,Oklahoma,2018,World Total,"1,738,718"
112 Livestock & Livestock Products,Oregon,2014,World Total,"53,744,508"
112 Livestock & Livestock Products,Oregon,2015,World Total,"76,338,125"
112 Livestock & Livestock Products,Oregon,2016,World Total,"48,066,400"
112 Livestock & Livestock Products,Oregon,2017,World Total,"40,773,189"
112 Livestock & Livestock Products,Oregon,2018,World Total,"42,623,654"
112 Livestock & Livestock Products,Pennsylvania,2014,World Total,"329,433,911"
112 Livestock & Livestock Products,Pennsylvania,2015,World Total,"357,668,187"
112 Livestock & Livestock Products,Pennsylvania,2016,World Total,"297,056,551"
112 Livestock & Livestock Products,Pennsylvania,2017,World Total,"291,825,763"
112 Livestock & Livestock Products,Pennsylvania,2018,World Total,"233,590,928"
112 Livestock & Livestock Products,Puerto Rico,2014,World Total,"560,536"
112 Livestock & Livestock Products,Puerto Rico,2015,World Total,"1,164,145"
112 Livestock & Livestock Products,Puerto Rico,2016,World Total,"2,251,807"
112 Livestock & Livestock Products,Puerto Rico,2017,World Total,"2,376,432"
112 Livestock & Livestock Products,Puerto Rico,2018,World Total,"3,064,743"
112 Livestock & Livestock Products,Rhode Island,2014,World Total,"2,464,121"
112 Livestock & Livestock Products,Rhode Island,2015,World Total,"974,758"
112 Livestock & Livestock Products,Rhode Island,2016,World Total,"1,049,506"
112 Livestock & Livestock Products,Rhode Island,2017,World Total,"823,978"
112 Livestock & Livestock Products,Rhode Island,2018,World Total,"718,476"
112 Livestock & Livestock Products,South Carolina,2014,World Total,"11,609,940"
112 Livestock & Livestock Products,South Carolina,2015,World Total,"9,407,010"
112 Livestock & Livestock Products,South Carolina,2016,World Total,"10,856,424"
112 Livestock & Livestock Products,South Carolina,2017,World Total,"15,521,502"
112 Livestock & Livestock Products,South Carolina,2018,World Total,"19,363,852"
112 Livestock & Livestock Products,South Dakota,2014,World Total,"62,032,389"
112 Livestock & Livestock Products,South Dakota,2015,World Total,"41,755,678"
112 Livestock & Livestock Products,South Dakota,2016,World Total,"32,939,289"
112 Livestock & Livestock Products,South Dakota,2017,World Total,"34,798,298"
112 Livestock & Livestock Products,South Dakota,2018,World Total,"42,217,181"
112 Livestock & Livestock Products,Tennessee,2014,World Total,"22,828,804"
112 Livestock & Livestock Products,Tennessee,2015,World Total,"16,102,042"
112 Livestock & Livestock Products,Tennessee,2016,World Total,"13,491,030"
112 Livestock & Livestock Products,Tennessee,2017,World Total,"23,657,962"
112 Livestock & Livestock Products,Tennessee,2018,World Total,"21,506,483"
112 Livestock & Livestock Products,Texas,2014,World Total,"608,018,816"
112 Livestock & Livestock Products,Texas,2015,World Total,"757,929,846"
112 Livestock & Livestock Products,Texas,2016,World Total,"523,934,114"
112 Livestock & Livestock Products,Texas,2017,World Total,"612,099,947"
112 Livestock & Livestock Products,Texas,2018,World Total,"697,079,828"
112 Livestock & Livestock Products,US Virgin Islands,2014,World Total,"4,493"
112 Livestock & Livestock Products,US Virgin Islands,2015,World Total,"2,304"
112 Livestock & Livestock Products,Utah,2014,World Total,"246,183,679"
112 Livestock & Livestock Products,Utah,2015,World Total,"158,052,508"
112 Livestock & Livestock Products,Utah,2016,World Total,"166,583,053"
112 Livestock & Livestock Products,Utah,2017,World Total,"137,027,398"
112 Livestock & Livestock Products,Utah,2018,World Total,"98,417,639"
112 Livestock & Livestock Products,Vermont,2014,World Total,"6,641,658"
112 Livestock & Livestock Products,Vermont,2015,World Total,"8,024,999"
112 Livestock & Livestock Products,Vermont,2016,World Total,"4,404,445"
112 Livestock & Livestock Products,Vermont,2017,World Total,"1,593,248"
112 Livestock & Livestock Products,Vermont,2018,World Total,"1,838,372"
112 Livestock & Livestock Products,Virginia,2014,World Total,"4,587,074"
112 Livestock & Livestock Products,Virginia,2015,World Total,"8,315,961"
112 Livestock & Livestock Products,Virginia,2016,World Total,"9,112,194"
112 Livestock & Livestock Products,Virginia,2017,World Total,"14,835,426"
112 Livestock & Livestock Products,Virginia,2018,World Total,"18,194,247"
112 Livestock & Livestock Products,Washington,2014,World Total,"627,508,400"
112 Livestock & Livestock Products,Washington,2015,World Total,"522,758,901"
112 Livestock & Livestock Products,Washington,2016,World Total,"495,985,128"
112 Livestock & Livestock Products,Washington,2017,World Total,"474,598,824"
112 Livestock & Livestock Products,Washington,2018,World Total,"392,468,017"
112 Livestock & Livestock Products,West Virginia,2014,World Total,"206,199"
112 Livestock & Livestock Products,West Virginia,2015,World Total,"705,893"
112 Livestock & Livestock Products,West Virginia,2016,World Total,"1,095,907"
112 Livestock & Livestock Products,West Virginia,2017,World Total,"2,639,865"
112 Livestock & Livestock Products,West Virginia,2018,World Total,"4,826,894"
112 Livestock & Livestock Products,Wisconsin,2014,World Total,"281,789,092"
112 Livestock & Livestock Products,Wisconsin,2015,World Total,"181,231,276"
112 Livestock & Livestock Products,Wisconsin,2016,World Total,"165,760,464"
112 Livestock & Livestock Products,Wisconsin,2017,World Total,"145,462,609"
112 Livestock & Livestock Products,Wisconsin,2018,World Total,"122,469,982"
112 Livestock & Livestock Products,Wyoming,2014,World Total,"12,393,560"
112 Livestock & Livestock Products,Wyoming,2015,World Total,"14,790,065"
112 Livestock & Livestock Products,Wyoming,2016,World Total,"2,566,101"
112 Livestock & Livestock Products,Wyoming,2017,World Total,"623,321"
112 Livestock & Livestock Products,Wyoming,2018,World Total,"2,076,635"
112 Livestock & Livestock Products,Unknown,2016,World Total,"29,807"
112 Livestock & Livestock Products,Unknown,2017,World Total,"69,246"
112 Livestock & Livestock Products,Unknown,2018,World Total,"90,770"
"113 Forestry Products, Nesoi",Alabama,2014,World Total,"35,971,982"
"113 Forestry Products, Nesoi",Alabama,2015,World Total,"25,995,695"
"113 Forestry Products, Nesoi",Alabama,2016,World Total,"20,283,528"
"113 Forestry Products, Nesoi",Alabama,2017,World Total,"27,675,708"
"113 Forestry Products, Nesoi",Alabama,2018,World Total,"21,622,851"
"113 Forestry Products, Nesoi",Alaska,2014,World Total,"5,946"
"113 Forestry Products, Nesoi",Alaska,2015,World Total,"180,933"
"113 Forestry Products, Nesoi",Alaska,2016,World Total,"672,568"
"113 Forestry Products, Nesoi",Alaska,2017,World Total,"4,480"
"113 Forestry Products, Nesoi",Alaska,2018,World Total,749
"113 Forestry Products, Nesoi",Arizona,2014,World Total,"1,073,738"
"113 Forestry Products, Nesoi",Arizona,2015,World Total,"1,357,919"
"113 Forestry Products, Nesoi",Arizona,2016,World Total,"1,468,123"
"113 Forestry Products, Nesoi",Arizona,2017,World Total,"2,209,116"
"113 Forestry Products, Nesoi",Arizona,2018,World Total,"1,854,950"
"113 Forestry Products, Nesoi",Arkansas,2014,World Total,"192,792"
"113 Forestry Products, Nesoi",Arkansas,2015,World Total,"201,609"
"113 Forestry Products, Nesoi",Arkansas,2016,World Total,"5,230,780"
"113 Forestry Products, Nesoi",Arkansas,2017,World Total,"420,829"
"113 Forestry Products, Nesoi",Arkansas,2018,World Total,"510,038"
"113 Forestry Products, Nesoi",California,2014,World Total,"161,378,270"
"113 Forestry Products, Nesoi",California,2015,World Total,"186,051,973"
"113 Forestry Products, Nesoi",California,2016,World Total,"200,583,024"
"113 Forestry Products, Nesoi",California,2017,World Total,"214,092,145"
"113 Forestry Products, Nesoi",California,2018,World Total,"201,857,386"
"113 Forestry Products, Nesoi",Colorado,2014,World Total,"12,853,884"
"113 Forestry Products, Nesoi",Colorado,2015,World Total,"689,954"
"113 Forestry Products, Nesoi",Colorado,2016,World Total,"276,493"
"113 Forestry Products, Nesoi",Colorado,2017,World Total,"319,228"
"113 Forestry Products, Nesoi",Colorado,2018,World Total,"2,015,321"
"113 Forestry Products, Nesoi",Connecticut,2014,World Total,"5,444,049"
"113 Forestry Products, Nesoi",Connecticut,2015,World Total,"5,677,915"
"113 Forestry Products, Nesoi",Connecticut,2016,World Total,"3,954,769"
"113 Forestry Products, Nesoi",Connecticut,2017,World Total,"3,376,377"
"113 Forestry Products, Nesoi",Connecticut,2018,World Total,"2,447,539"
"113 Forestry Products, Nesoi",Delaware,2014,World Total,"18,089,058"
"113 Forestry Products, Nesoi",Delaware,2015,World Total,"2,785,985"
"113 Forestry Products, Nesoi",Delaware,2016,World Total,"5,257,556"
"113 Forestry Products, Nesoi",Delaware,2017,World Total,"18,152,542"
"113 Forestry Products, Nesoi",Delaware,2018,World Total,"21,561,557"
"113 Forestry Products, Nesoi",Dist of Columbia,2014,World Total,"2,639"
"113 Forestry Products, Nesoi",Dist of Columbia,2015,World Total,"37,342"
"113 Forestry Products, Nesoi",Dist of Columbia,2016,World Total,"59,405"
"113 Forestry Products, Nesoi",Dist of Columbia,2017,World Total,"12,133,417"
"113 Forestry Products, Nesoi",Dist of Columbia,2018,World Total,"101,707"
"113 Forestry Products, Nesoi",Florida,2014,World Total,"18,394,570"
"113 Forestry Products, Nesoi",Florida,2015,World Total,"18,201,707"
"113 Forestry Products, Nesoi",Florida,2016,World Total,"20,810,766"
"113 Forestry Products, Nesoi",Florida,2017,World Total,"22,353,181"
"113 Forestry Products, Nesoi",Florida,2018,World Total,"25,508,085"
"113 Forestry Products, Nesoi",Georgia,2014,World Total,"128,168,461"
"113 Forestry Products, Nesoi",Georgia,2015,World Total,"119,055,970"
"113 Forestry Products, Nesoi",Georgia,2016,World Total,"103,871,733"
"113 Forestry Products, Nesoi",Georgia,2017,World Total,"135,347,506"
"113 Forestry Products, Nesoi",Georgia,2018,World Total,"91,288,971"
"113 Forestry Products, Nesoi",Hawaii,2014,World Total,"163,674"
"113 Forestry Products, Nesoi",Hawaii,2015,World Total,"76,446"
"113 Forestry Products, Nesoi",Hawaii,2016,World Total,"103,935"
"113 Forestry Products, Nesoi",Hawaii,2017,World Total,"85,352"
"113 Forestry Products, Nesoi",Hawaii,2018,World Total,"178,870"
"113 Forestry Products, Nesoi",Idaho,2014,World Total,"1,650,391"
"113 Forestry Products, Nesoi",Idaho,2015,World Total,"1,971,642"
"113 Forestry Products, Nesoi",Idaho,2016,World Total,"6,844,515"
"113 Forestry Products, Nesoi",Idaho,2017,World Total,"2,234,772"
"113 Forestry Products, Nesoi",Idaho,2018,World Total,"2,749,966"
"113 Forestry Products, Nesoi",Illinois,2014,World Total,"180,174,257"
"113 Forestry Products, Nesoi",Illinois,2015,World Total,"177,530,692"
"113 Forestry Products, Nesoi",Illinois,2016,World Total,"148,395,613"
"113 Forestry Products, Nesoi",Illinois,2017,World Total,"178,536,416"
"113 Forestry Products, Nesoi",Illinois,2018,World Total,"149,277,709"
"113 Forestry Products, Nesoi",Indiana,2014,World Total,"44,206,857"
"113 Forestry Products, Nesoi",Indiana,2015,World Total,"32,867,640"
"113 Forestry Products, Nesoi",Indiana,2016,World Total,"28,225,063"
"113 Forestry Products, Nesoi",Indiana,2017,World Total,"36,719,288"
"113 Forestry Products, Nesoi",Indiana,2018,World Total,"35,869,934"
"113 Forestry Products, Nesoi",Iowa,2014,World Total,"398,843"
"113 Forestry Products, Nesoi",Iowa,2015,World Total,"400,779"
"113 Forestry Products, Nesoi",Iowa,2016,World Total,"482,508"
"113 Forestry Products, Nesoi",Iowa,2017,World Total,"405,071"
"113 Forestry Products, Nesoi",Iowa,2018,World Total,"2,428,529"
"113 Forestry Products, Nesoi",Kansas,2014,World Total,"440,323"
"113 Forestry Products, Nesoi",Kansas,2015,World Total,"938,600"
"113 Forestry Products, Nesoi",Kansas,2016,World Total,"1,139,433"
"113 Forestry Products, Nesoi",Kansas,2017,World Total,"1,425,372"
"113 Forestry Products, Nesoi",Kansas,2018,World Total,"813,742"
"113 Forestry Products, Nesoi",Kentucky,2014,World Total,"2,299,470"
"113 Forestry Products, Nesoi",Kentucky,2015,World Total,"2,171,025"
"113 Forestry Products, Nesoi",Kentucky,2016,World Total,"3,717,451"
"113 Forestry Products, Nesoi",Kentucky,2017,World Total,"3,170,621"
"113 Forestry Products, Nesoi",Kentucky,2018,World Total,"4,059,273"
"113 Forestry Products, Nesoi",Louisiana,2014,World Total,"295,440,210"
"113 Forestry Products, Nesoi",Louisiana,2015,World Total,"206,080,918"
"113 Forestry Products, Nesoi",Louisiana,2016,World Total,"183,962,691"
"113 Forestry Products, Nesoi",Louisiana,2017,World Total,"193,476,363"
"113 Forestry Products, Nesoi",Louisiana,2018,World Total,"137,524,387"
"113 Forestry Products, Nesoi",Maine,2014,World Total,"4,515,972"
"113 Forestry Products, Nesoi",Maine,2015,World Total,"5,005,988"
"113 Forestry Products, Nesoi",Maine,2016,World Total,"7,295,120"
"113 Forestry Products, Nesoi",Maine,2017,World Total,"6,961,484"
"113 Forestry Products, Nesoi",Maine,2018,World Total,"5,854,688"
"113 Forestry Products, Nesoi",Maryland,2014,World Total,"35,150,977"
"113 Forestry Products, Nesoi",Maryland,2015,World Total,"23,576,534"
"113 Forestry Products, Nesoi",Maryland,2016,World Total,"24,535,252"
"113 Forestry Products, Nesoi",Maryland,2017,World Total,"25,215,288"
"113 Forestry Products, Nesoi",Maryland,2018,World Total,"18,705,171"
"113 Forestry Products, Nesoi",Massachusetts,2014,World Total,"23,140,665"
"113 Forestry Products, Nesoi",Massachusetts,2015,World Total,"23,726,916"
