"commodity","state","time","country","total_exports_value"
"112 Livestock & Livestock Products","North Carolina","2016","World Total","14,834,681"
"112 Livestock & Livestock Products","North Carolina","2017","World Total","21,735,107"
"112 Livestock & Livestock Products","North Carolina","2018","World Total","27,115,255"
"112 Livestock & Livestock Products","North Dakota","2014","World Total","7,934,110"
"112 Livestock & Livestock Products","North Dakota","2015","World Total","3,300,127"
"112 Livestock & Livestock Products","North Dakota","2016","World Total","1,596,804"
"112 Livestock & Livestock Products","North Dakota","2017","World Total","13,016,491"
"112 Livestock & Livestock Products","North Dakota","2018","World Total","9,050,202"
"112 Livestock & Livestock Products","Ohio","2014","World Total","144,951,277"
"112 Livestock & Livestock Products","Ohio","2015","World Total","156,925,611"
"112 Livestock & Livestock Products","Ohio","2016","World Total","95,280,583"
"112 Livestock & Livestock Products","Ohio","2017","World Total","97,360,138"
"112 Livestock & Livestock Products","Ohio","2018","World Total","127,221,180"
"112 Livestock & Livestock Products","Oklahoma","2014","World Total","13,840,036"
"112 Livestock & Livestock Products","Oklahoma","2015","World Total","16,534,275"
"112 Livestock & Livestock Products","Oklahoma","2016","World Total","21,940,873"
"112 Livestock & Livestock Products","Oklahoma","2017","World Total","21,467,719"
"112 Livestock & Livestock Products","Oklahoma","2018","World Total","22,648,779"
"112 Livestock & Livestock Products","Oregon","2014","World Total","2,367,789"
"112 Livestock & Livestock Products","Oregon","2015","World Total","3,631,521"
"112 Livestock & Livestock Products","Oregon","2016","World Total","2,835,899"
"112 Livestock & Livestock Products","Oregon","2017","World Total","4,669,974"
"112 Livestock & Livestock Products","Oregon","2018","World Total","14,188,433"
"112 Livestock & Livestock Products","Pennsylvania","2014","World Total","43,839,988"
"112 Livestock & Livestock Products","Pennsylvania","2015","World Total","48,433,694"
"112 Livestock & Livestock Products","Pennsylvania","2016","World Total","38,798,540"
"112 Livestock & Livestock Products","Pennsylvania","2017","World Total","64,431,142"
"112 Livestock & Livestock Products","Pennsylvania","2018","World Total","54,757,344"
"112 Livestock & Livestock Products","Puerto Rico","2014","World Total","95,722"
"112 Livestock & Livestock Products","Puerto Rico","2015","World Total","147,440"
"112 Livestock & Livestock Products","Puerto Rico","2016","World Total","165,424"
"112 Livestock & Livestock Products","Puerto Rico","2017","World Total","94,893"
"112 Livestock & Livestock Products","Puerto Rico","2018","World Total","144,396"
"112 Livestock & Livestock Products","Rhode Island","2014","World Total","126,456"
"112 Livestock & Livestock Products","Rhode Island","2015","World Total","567,509"
"112 Livestock & Livestock Products","Rhode Island","2016","World Total","631,164"
"112 Livestock & Livestock Products","Rhode Island","2017","World Total","61,713"
"112 Livestock & Livestock Products","Rhode Island","2018","World Total","111,155"
"112 Livestock & Livestock Products","South Carolina","2014","World Total","21,146,294"
"112 Livestock & Livestock Products","South Carolina","2015","World Total","20,001,736"
"112 Livestock & Livestock Products","South Carolina","2016","World Total","20,242,915"
"112 Livestock & Livestock Products","South Carolina","2017","World Total","9,014,857"
"112 Livestock & Livestock Products","South Carolina","2018","World Total","11,424,721"
"112 Livestock & Livestock Products","South Dakota","2014","World Total","3,361,360"
"112 Livestock & Livestock Products","South Dakota","2015","World Total","1,699,577"
"112 Livestock & Livestock Products","South Dakota","2016","World Total","1,820,715"
"112 Livestock & Livestock Products","South Dakota","2017","World Total","2,848,312"
"112 Livestock & Livestock Products","South Dakota","2018","World Total","2,928,096"
"112 Livestock & Livestock Products","Tennessee","2014","World Total","5,215,730"
"112 Livestock & Livestock Products","Tennessee","2015","World Total","9,804,944"
"112 Livestock & Livestock Products","Tennessee","2016","World Total","9,848,576"
"112 Livestock & Livestock Products","Tennessee","2017","World Total","8,780,040"
"112 Livestock & Livestock Products","Tennessee","2018","World Total","9,020,112"
"112 Livestock & Livestock Products","Texas","2014","World Total","131,342,354"
"112 Livestock & Livestock Products","Texas","2015","World Total","120,900,869"
"112 Livestock & Livestock Products","Texas","2016","World Total","106,377,317"
"112 Livestock & Livestock Products","Texas","2017","World Total","102,575,350"
"112 Livestock & Livestock Products","Texas","2018","World Total","94,558,784"
"112 Livestock & Livestock Products","Utah","2014","World Total","10,430,927"
"112 Livestock & Livestock Products","Utah","2015","World Total","5,986,477"
"112 Livestock & Livestock Products","Utah","2016","World Total","4,480,957"
"112 Livestock & Livestock Products","Utah","2017","World Total","5,298,332"
"112 Livestock & Livestock Products","Utah","2018","World Total","8,171,579"
"112 Livestock & Livestock Products","Vermont","2014","World Total","7,002,055"
"112 Livestock & Livestock Products","Vermont","2015","World Total","7,300,933"
"112 Livestock & Livestock Products","Vermont","2016","World Total","3,080,899"
"112 Livestock & Livestock Products","Vermont","2017","World Total","5,638,341"
"112 Livestock & Livestock Products","Vermont","2018","World Total","3,818,301"
"112 Livestock & Livestock Products","Virginia","2014","World Total","18,151,368"
"112 Livestock & Livestock Products","Virginia","2015","World Total","18,467,332"
"112 Livestock & Livestock Products","Virginia","2016","World Total","13,219,880"
"112 Livestock & Livestock Products","Virginia","2017","World Total","11,289,202"
"112 Livestock & Livestock Products","Virginia","2018","World Total","15,432,091"
"112 Livestock & Livestock Products","Washington","2014","World Total","225,992,301"
"112 Livestock & Livestock Products","Washington","2015","World Total","309,932,002"
"112 Livestock & Livestock Products","Washington","2016","World Total","181,015,707"
"112 Livestock & Livestock Products","Washington","2017","World Total","195,203,726"
"112 Livestock & Livestock Products","Washington","2018","World Total","56,716,686"
"112 Livestock & Livestock Products","West Virginia","2014","World Total","8,040,348"
"112 Livestock & Livestock Products","West Virginia","2015","World Total","8,683,940"
"112 Livestock & Livestock Products","West Virginia","2016","World Total","10,712,768"
"112 Livestock & Livestock Products","West Virginia","2017","World Total","11,729,898"
"112 Livestock & Livestock Products","West Virginia","2018","World Total","11,090,537"
"112 Livestock & Livestock Products","Wisconsin","2014","World Total","376,207,614"
"112 Livestock & Livestock Products","Wisconsin","2015","World Total","286,302,077"
"112 Livestock & Livestock Products","Wisconsin","2016","World Total","250,970,912"
"112 Livestock & Livestock Products","Wisconsin","2017","World Total","189,056,357"
"112 Livestock & Livestock Products","Wisconsin","2018","World Total","231,339,127"
"112 Livestock & Livestock Products","Wyoming","2014","World Total","500,869"
"112 Livestock & Livestock Products","Wyoming","2015","World Total","174,110"
"112 Livestock & Livestock Products","Wyoming","2016","World Total","498,092"
"112 Livestock & Livestock Products","Wyoming","2017","World Total","3,755,092"
"112 Livestock & Livestock Products","Wyoming","2018","World Total","1,198,335"
"112 Livestock & Livestock Products","Unknown","2014","World Total","6,423,973"
"112 Livestock & Livestock Products","Unknown","2015","World Total","6,044,100"
"112 Livestock & Livestock Products","Unknown","2016","World Total","5,924,464"
"112 Livestock & Livestock Products","Unknown","2017","World Total","6,444,905"
"112 Livestock & Livestock Products","Unknown","2018","World Total","5,405,052"
"113 Forestry Products, Nesoi","Alabama","2014","World Total","29,254,135"
"113 Forestry Products, Nesoi","Alabama","2015","World Total","17,007,294"
"113 Forestry Products, Nesoi","Alabama","2016","World Total","23,979,843"
"113 Forestry Products, Nesoi","Alabama","2017","World Total","53,498,616"
"113 Forestry Products, Nesoi","Alabama","2018","World Total","55,578,608"
"113 Forestry Products, Nesoi","Alaska","2014","World Total","122,527,805"
"113 Forestry Products, Nesoi","Alaska","2015","World Total","90,290,574"
"113 Forestry Products, Nesoi","Alaska","2016","World Total","95,823,336"
"113 Forestry Products, Nesoi","Alaska","2017","World Total","70,369,516"
"113 Forestry Products, Nesoi","Alaska","2018","World Total","90,270,030"
"113 Forestry Products, Nesoi","Arizona","2014","World Total","2,066,559"
"113 Forestry Products, Nesoi","Arizona","2015","World Total","1,728,152"
"113 Forestry Products, Nesoi","Arizona","2016","World Total","1,028,461"
"113 Forestry Products, Nesoi","Arizona","2017","World Total","617,604"
"113 Forestry Products, Nesoi","Arizona","2018","World Total","853,270"
"113 Forestry Products, Nesoi","Arkansas","2014","World Total","1,791,980"
"113 Forestry Products, Nesoi","Arkansas","2015","World Total","1,384,028"
"113 Forestry Products, Nesoi","Arkansas","2016","World Total","904,777"
"113 Forestry Products, Nesoi","Arkansas","2017","World Total","2,488,418"
"113 Forestry Products, Nesoi","Arkansas","2018","World Total","746,887"
"113 Forestry Products, Nesoi","California","2014","World Total","98,458,796"
"113 Forestry Products, Nesoi","California","2015","World Total","107,606,595"
"113 Forestry Products, Nesoi","California","2016","World Total","137,691,058"
"113 Forestry Products, Nesoi","California","2017","World Total","100,764,373"
"113 Forestry Products, Nesoi","California","2018","World Total","91,381,845"
"113 Forestry Products, Nesoi","Colorado","2014","World Total","4,340,148"
"113 Forestry Products, Nesoi","Colorado","2015","World Total","7,624,040"
"113 Forestry Products, Nesoi","Colorado","2016","World Total","3,710,459"
"113 Forestry Products, Nesoi","Colorado","2017","World Total","1,335,741"
"113 Forestry Products, Nesoi","Colorado","2018","World Total","6,910,847"
"113 Forestry Products, Nesoi","Connecticut","2014","World Total","9,608,160"
"113 Forestry Products, Nesoi","Connecticut","2015","World Total","10,003,194"
"113 Forestry Products, Nesoi","Connecticut","2016","World Total","13,982,105"
"113 Forestry Products, Nesoi","Connecticut","2017","World Total","20,156,854"
"113 Forestry Products, Nesoi","Connecticut","2018","World Total","25,156,961"
"113 Forestry Products, Nesoi","Delaware","2014","World Total","802,169"
"113 Forestry Products, Nesoi","Delaware","2015","World Total","34,954"
